data id_info,nation,region,name,operationTime,expense,infoTitle,infoContent,information,map_url,Popularity,rating,popularity
52,China,Harbin,Harbin Theater,,,,,,https://www.google.com/maps/place/Harbin+Theater/data=!4m7!3m6!1s0x5e438072a8aa28f5:0x6481b41b77abc1cb!8m2!3d45.768805!4d126.626127!16s%2Fg%2F1tdcr98r!19sChIJ9SiqqHKAQ14Ry8Grdxu0gWQ?authuser=0&hl=ko&rclk=1,,5.0,1.0
53,China,Harbin,Harbin Winter Sports Project Training Center,,,,,,https://www.google.com/maps/place/Harbin+Winter+Sports+Project+Training+Center/data=!4m7!3m6!1s0x5e43800a6e7550b9:0x5627c364cdbdb0f8!8m2!3d45.767325!4d126.641824!16s%2Fg%2F11cm1mmvb6!19sChIJuVB1bgqAQ14R-LC9zWTDJ1Y?authuser=0&hl=ko&rclk=1,,5.0,1.0
54,China,Harbin,抗洪胜利纪念塔,,,,,,https://www.google.com/maps/place/%E6%8A%97%E6%B4%AA%E8%83%9C%E5%88%A9%E7%BA%AA%E5%BF%B5%E5%A1%94/data=!4m7!3m6!1s0x5e44d4a785890013:0xa3c58b75ba3a3e89!8m2!3d45.943649!4d128.038767!16s%2Fg%2F1tdn8fz9!19sChIJEwCJhafURF4RiT46unWLxaM?authuser=0&hl=ko&rclk=1,,5.0,1.0
55,China,Harbin,Songfengshan Nature Reserve,,,,,,https://www.google.com/maps/place/Songfengshan+Nature+Reserve/data=!4m7!3m6!1s0x5e44fa4b45a29b85:0x7bafa4835b7a0505!8m2!3d45.6028!4d127.427906!16s%2Fg%2F1tf07fw0!19sChIJhZuiRUv6RF4RBQV6W4Okr3s?authuser=0&hl=ko&rclk=1,,5.0,1.0
56,China,Harbin,Harbin South Pole Food Wholesale Market,,,,,,https://www.google.com/maps/place/Harbin+South+Pole+Food+Wholesale+Market/data=!4m7!3m6!1s0x5e438007c4d570cd:0x230bae7cdbe5dd45!8m2!3d45.7730553!4d126.6479623!16s%2Fg%2F1vxdy1f5!19sChIJzXDVxAeAQ14RRd3l23yuCyM?authuser=0&hl=ko&rclk=1,,4.0,1.0
57,China,Harbin,Harbin Beer Museum,,,,,,https://www.google.com/maps/place/Harbin+Beer+Museum/data=!4m7!3m6!1s0x5e44654f846a341f:0x820465de0cab9c0c!8m2!3d45.59479!4d126.72101!16s%2Fg%2F11rv7s03s0!19sChIJHzRqhE9lRF4RDJyrDN5lBII?authuser=0&hl=ko&rclk=1,,5.0,1.0
58,China,Harbin,Harbin Architecture Art Gallery,,,,,,https://www.google.com/maps/place/Harbin+Architecture+Art+Gallery/data=!4m7!3m6!1s0x5e4380128cb29451:0x90e286ed0bfbab72!8m2!3d45.7714147!4d126.6270565!16s%2Fg%2F1thff6hv!19sChIJUZSyjBKAQ14Rcqv7C-2G4pA?authuser=0&hl=ko&rclk=1,,5.0,1.0
59,China,Harbin,Harbin People's Gymnasium,,,,,,https://www.google.com/maps/place/Harbin+People%27s+Gymnasium/data=!4m7!3m6!1s0x5e43800a481c649d:0xa43f3b819e29bdcd!8m2!3d45.768111!4d126.640582!16s%2Fg%2F1tfdymdr!19sChIJnWQcSAqAQ14Rzb0pnoE7P6Q?authuser=0&hl=ko&rclk=1,,5.0,1.0
60,China,Harbin,哈尔滨市道里区文化馆,,,,,,https://www.google.com/maps/place/%E5%93%88%E5%B0%94%E6%BB%A8%E5%B8%82%E9%81%93%E9%87%8C%E5%8C%BA%E6%96%87%E5%8C%96%E9%A6%86/data=!4m7!3m6!1s0x5e438041ea06f377:0x8197423663319b3e!8m2!3d45.772214!4d126.6085749!16s%2Fg%2F1thkx11g!19sChIJd_MG6kGAQ14RPpsxYzZCl4E?authuser=0&hl=ko&rclk=1,,4.0,1.0
61,China,Harbin,University Shenghuodong Center,,,,,,https://www.google.com/maps/place/University+Shenghuodong+Center/data=!4m7!3m6!1s0x5e4480184ccda057:0xb22d88d042939114!8m2!3d45.7868514!4d126.6888611!16s%2Fg%2F1tfq4f8t!19sChIJV6DNTBiARF4RFJGTQtCILbI?authuser=0&hl=ko&rclk=1,,5.0,1.0
